spw.put("ZCNR035L元一柏庄一期西门","14152");
spw.put("ZCNR047L常睦公寓南门出","3540");
spw.put("ZCNR046L常睦公寓南门进","3539");
spw.put("ZCNR044L百妙公寓二期南门进","3538");
spw.put("ZCNR043L百妙公寓二期东门","3537");
spw.put("ZCNR042L百妙公寓一期东门","3536");
spw.put("ZCNR041L金穗太阳城西门","3535");
spw.put("ZCNR040L金穗月亮湾南门","3534");
spw.put("HJB673RH穆湖大桥西北角桥面","3533");
spw.put("HJB672RH运河大桥西北角桥面","3532");
spw.put("HJB669RH穆湖公园大桥下绿道","3531");
spw.put("HJB667RH北禾大厦北电梯厅","3530");
spw.put("HJB666RH北禾大厦南电梯厅","3529");
spw.put("HJB664RH嘉州美都一期消防通道","3528");
spw.put("HJB663RH杉杉广场东北角出口","3527");
spw.put("HJB661RH昌盛花园西区大门入口","3526");
spw.put("HJB660RH蓝鹰网咖门口","3525");
spw.put("HJB659RH新中国际北门","3524");
spw.put("HJB658RH昌盛花园西区南消防通道","3523");
spw.put("HJB655RH昌盛路新塍塘桥东北角","3522");
spw.put("HJB654RH洪兴路昌盛路东南角人行道向北","3521");
spw.put("HJB652RH万华普曼商务宾馆大门","3520");
spw.put("HJB650RH远洋大厦大厅","3519");
spw.put("HJB649RH嘉明苑大门","3518");
spw.put("HJB648RH置地广场B座电梯厅","3517");
spw.put("HJB647RH洪兴花园消防门","3516");
spw.put("HJB646RH中环西路龙凤桥西北角","3515");
spw.put("HJB641RH北郊河大桥南堍东侧非机动车道","3514");
spw.put("HJB640RH北郊河大桥南堍西侧非机动车道","3513");
spw.put("HJB638RH云海路晓晟氨纶大门","3512");
spw.put("HJB629RH万事利园区内宿舍路口","3511");
spw.put("HJB624RH禾平街472号厂区门口","3510");
spw.put("HJB619RH禾平街禾平标准厂房区门口","3509");
spw.put("HJB615RH禾平街320国道北跨线桥南侧","3508");
spw.put("HJB613RH财富广场西区大门","3507");
spw.put("ZCNR039L金穗月亮湾北门","3506");
spw.put("ZCNR036L元一柏庄二期东门","3505");
spw.put("ZCNR033L烟雨名门东门出","3504");
spw.put("ZCNR032L烟雨名门东门进","3503");
spw.put("ZCNR031L烟雨名门北门出","3502");
spw.put("ZCNR030L烟雨名门北门进","3501");
spw.put("ZCNR021L梁林帆影庄北门","3500");
spw.put("ZCNR020L梁林帆影庄南门","3499");
spw.put("ZCNR019L旭辉御府东门","3498");
spw.put("ZCNR018L旭辉御府北门","3497");
spw.put("ZCNR017L玫瑰怡园南门","3496");
spw.put("ZTHR037L  绿城绿岸禾风小区二期东门出+1","3495");
spw.put("ZTHR033L  绿城绿岸禾风小区二期北门出+1","3494");
spw.put("ZTHR035L  绿城绿岸禾风小区二期北门人行通道出+1","3493");
spw.put("HJB609RH苏银国际大厦大门口","3492");
spw.put("HJB607RH中环西路洪波路西北角公园出口","3491");
spw.put("HJB606RH万豪广场西北角商铺","3490");
spw.put("HJB604RH科技馆大门口商铺向南","3489");
spw.put("HJB603RH天城花园东区消防门","3488");
spw.put("HJB602RH建明公寓消防门","3487");
spw.put("HJB601RH中丝苑大门","3486");
spw.put("HJB600RH水利局西南铺","3485");
spw.put("HJB599RH友谊街银泰花苑大门对面人行道","3484");
spw.put("HJB598RH方舟园大门口","3483");
spw.put("HJB597RH方舟园东北角商铺","3482");
spw.put("HJB595RH和成天下门口人行道向南","3481");
spw.put("HJB594RH友谊街洪越路西北角商铺","3480");
spw.put("HJB588RH杉杉印象1号楼大厅电梯厅","3479");
spw.put("HJB586RH东升路杉杉印象北人行道向西","3478");
spw.put("HJB585RH杉杉印象2号楼入口","3477");
spw.put("HJB584RH杉杉印象大润发商业街北入口","3476");
spw.put("HJB583RH杉杉印象大润发1楼西商业街入口2","3475");
spw.put("HJB582RH杉杉印象大润发1楼西商业街入口1","3474");
spw.put("HJB581RH杉杉印象大润发地下车库入口","3473");
spw.put("HJB580RH杉杉印象大润发1楼主入口","3472");
spw.put("HJB579RH杉杉印象中环西路行人出口","3471");
spw.put("HJB578RH杉杉印象3号楼大门","3470");
spw.put("HJB577RH杉杉印象4号楼大门","3469");
spw.put("HJB569RH金域兰庭大门公交车站","3468");
spw.put("HJB573RH百墅花园东南角小桥","3467");
spw.put("HCX238A天山美食门口公交站台","3466");
spw.put("HCX237A水果市场西北门出口","3465");
spw.put("HCX236A水果市场西北门进口","3464");
spw.put("HCX235A水果市场南大门岗亭进口2","3463");
spw.put("HCX234RY水果市场南大门岗亭进口1","3462");
spw.put("HCX233RY水果市场南大门进口2","3461");
spw.put("HCX231RY水果市场南大门东入口出口","3460");
spw.put("HCX230RY水果市场南大门东入口进口","3459");
spw.put("HCX228RY水果市场东大门北通道进口","3458");
spw.put("HCX225RY水果市场东大门出口","3457");
spw.put("HCX222RY水果市场东北门进口","3456");
spw.put("HCX219RY水果市场北大门出口","3455");
spw.put("HCX218RY水果市场北大门进口","3454");
spw.put("HCX217RY水果市场西大门中间岗亭2","3453");
spw.put("HCX216RY水果市场西大门中间岗亭1","3452");
spw.put("HCX215RY水果市场西大门进口2","3451");
spw.put("ZCXR004L蓝光名仕公馆南门","3450");
spw.put("ZCXR003L新月公寓北门出","3449");
spw.put("ZCSR078府南花园2期东区南消防门","3440");
spw.put("ZCSR077L府南花园2期西区南消防门","3439");
spw.put("ZCSR076L永丰公寓南门","3438");
spw.put("ZCSR075L石雪公寓北区北门","3437");
spw.put("ZCSR074L石雪公寓北区南门","3436");
spw.put("ZCSR073L石雪公寓西区北门","3435");
spw.put("ZCSR072L石雪公寓西区南门","3434");
spw.put("ZCSR071L石雪公寓南区北门","3433");
spw.put("ZCSR069L石雪公寓东区","3432");
spw.put("ZCSR068L骏园西门","3431");
spw.put("ZCSR067L隆兴公寓东区东门","3430");
spw.put("ZCSR066L隆兴公寓北区东门","3429");
spw.put("ZCSR065L隆兴公寓北区北门","3428");
spw.put("ZCSR063L优优花园东门","3427");
spw.put("ZCSR062L优优花园西门出","3426");
spw.put("ZCSR061L优优花园西门进","3425");
spw.put("ZCSR060L隆兴公寓南区1-2北门","3424");
spw.put("ZCSR059L隆兴公寓南区1-2南门","3423");
spw.put("ZCSR058L南郊花苑南区北门","3422");
spw.put("HCS1027RH贯泾港水厂","3420");
spw.put("HCS1103RH檇李路铁路桥洞西2-2","3419");
spw.put("HCS1102RH檇李路铁路桥洞西2-1","3418");
spw.put("HCS1101RH新气象路与长水路交叉口南100米","3417");
spw.put("HCS1100RH新气象路与长水路交叉口北100米","3416");
spw.put("HCS1099RH由拳路铁路下穿人行道2-2","3415");
spw.put("HCS1098RH由拳路铁路下穿人行道2-1","3414");
spw.put("HCS1097RH塘桥路万达华府二期西公交站台","3413");
spw.put("HCS1096RH云东路嘉兴红船学院公交站2-2","3412");
spw.put("HCS1095RH云东路嘉兴红船学院公交站2-1","3411");
spw.put("HCS1094RH商务大道与广益路交叉口南50米2-2","3410");
spw.put("HCS1093RH商务大道与广益路交叉口南50米2-1","3409");
spw.put("HCS1092RH紫晶艺境北商铺东","3408");
spw.put("HCS1091RH由拳路南江公交站2-1","3407");
spw.put("ZCSR057L南郊花苑北区南门","3406");
spw.put("ZCSR056L台昇悦府北门","3405");
spw.put("ZCSR055L台昇悦府东门","3404");
spw.put("ZCSR054L新都名邸东门","3403");
spw.put("ZCSR053L新都名邸东门出","3402");
spw.put("ZCSR052L新都名邸东门进","3401");
spw.put("ZCSR050L府南花园3期北门","3400");
spw.put("ZCSR049L府南花园2期东区南门","3399");
spw.put("ZCSR048L府南花园2期东区西门","3398");
spw.put("ZCSR047L府南花园2期西区东门","3397");
spw.put("ZCSR046L东菱阳光乐园南门","3396");
spw.put("ZCSR045L东菱阳光乐园西门","3395");
spw.put("ZCSR044L大华城市花园北门","3394");
spw.put("ZCSR043L府南花园1期西门","3393");
spw.put("ZCSR042L蓝天嘉苑北门","3392");
spw.put("ZCSR041L蓝天嘉苑东门","3391");
spw.put("ZCSR040L绿溪玫瑰园3期北","3390");
spw.put("ZCSR039L绿溪玫瑰园3期南","3389");
spw.put("ZCSR038L绿溪玫瑰园2期","3388");
spw.put("ZCSR036L石堰苑南区北门","3387");
spw.put("ZCSR035L石堰苑北区一期2南门","3386");
spw.put("ZCSR034L石堰苑北区一期1西门","3385");
spw.put("ZCSR033L石堰苑北区一期1东门","3384");
spw.put("ZCSR032L尚景蓝湾南门","3383");
spw.put("ZCSR031L尚景翠苑北门","3382");
spw.put("ZCSR030L尚景翠苑南门","3381");
spw.put("ZCSR029L香缇世家西门","3380");
spw.put("ZCSR028L香缇世家南门","3379");
spw.put("ZCSR027L香缇御峰北门","3378");
spw.put("ZCSR025L英澜名郡北门","3377");
spw.put("ZCSR024L英澜名郡西门","3376");
spw.put("ZCSR023L丽江半岛西门","3375");
spw.put("ZCSR022L丽江半岛北门","3374");
spw.put("ZCSR021L宝格丽公馆东门","3373");
spw.put("ZCSR020L宝格丽公馆西门","3372");
spw.put("ZCSR019L宝格丽公馆西门进","3371");
spw.put("ZCSR018L宝格丽公馆出","3370");
spw.put("ZCSR017L宝格丽公馆进","3369");
spw.put("ZCSR016L秋江花苑西区西门","3368");
spw.put("ZCSR015L秋江花苑西区东门","3367");
spw.put("ZCSR014L秋江花苑东区西门","3366");
spw.put("ZCSR013L秋江花苑东区南门","3365");
spw.put("ZCSR011L云东公寓北门","3364");
spw.put("ZCSR010L紫金艺境南门","3363");
spw.put("ZCSR009L南湖壹品北门","3362");
spw.put("ZCSR008L久久小区东门","3361");
spw.put("ZCSR007L久久小区西门","3360");
spw.put("ZCSR006L举秀苑西门","3359");
spw.put("ZCSR005L举秀苑北门","3358");
spw.put("ZCSR004L文锦苑北门","3357");
spw.put("ZCSR002L中南公寓北门","3356");
spw.put("ZCSR003L文锦苑东门","3355");
spw.put("ZCSR001L中南公寓南门","3354");
spw.put("HCS662RY高铁南站进站口","3353");
spw.put("HCS661RY高铁南站二楼平台西","3352");
spw.put("HCS660RY高铁南站二楼平台东","3351");
spw.put("HCS659RY高铁南站广场西2","3350");
spw.put("HCS658RY高铁南站广场西1","3349");
spw.put("HCS654RY高铁南站出租车上客区","3348");
spw.put("HCS653RY高铁南站西城乡公交人行道","3347");
spw.put("HCS652RY南站东城乡公交人行通道","3346");
spw.put("HCS648RY高铁南站地下停车场西电梯","3345");
spw.put("HCS647RY高铁南站地下停车场东电梯","3344");
spw.put("HCS646RY高铁南站出站口东","3343");
spw.put("HCS613RY广益路庆丰路南桥面","3342");
spw.put("HCS595RY石堰苑北区东门入口","3341");
spw.put("HCS593RY石堰苑北区东门出口","3340");
spw.put("HCS581RY石堰苑北区西门进口","3339");
spw.put("华为测试+2","3338");
spw.put("华为测试+1","3337");
spw.put("HCS525RY大华城市花园北大门出口","3336");
spw.put("HCS523RY会展路绿溪玫瑰园三期南门","3335");
spw.put("HCS522RY会展路绿溪玫瑰园一期南门","3334");
spw.put("HCS508RY大华城市花园北门","3333");
spw.put("HCS505RY玫瑰园二期南区北门","3332");
spw.put("HCS504RY玫瑰园二期北门","3331");
spw.put("HCS501RY玉泉路由拳路南桥洞","3330");
spw.put("HCS500A玉泉路由拳路北桥洞","3329");
spw.put("HCS499A府南东2区西门","3328");
spw.put("HCS498A府南西2区东门","3327");
spw.put("HCS497RY分局消防通道2","3326");
spw.put("HCS496RY分局消防通道1","3325");
spw.put("HCS493RY长水路铁路桥洞北","3324");
spw.put("HCS490RY长水路铁路桥洞南","3323");
spw.put("HCS488RY玉泉路中环南路西侧桥洞","3322");
spw.put("HCS420RY万达北广场5","3321");
spw.put("HCS419RY万达北广场4","3320");
spw.put("HCS418RY万达北广场3","3319");
spw.put("HCS417RY万达北广场2","3318");
spw.put("HCS416RY万达北广场1","3317");
spw.put("HCS415RY万达水街西小桥","3316");
spw.put("HCS414RY万达水街东小桥","3315");
spw.put("HCS413RY万达水街中小桥2","3314");
spw.put("HCS374RY高铁南站出租车出口","3313");
spw.put("HCS369RY高铁南站旅客进站口","3312");
spw.put("HCS367RY高铁南站东停车场人行横道","3310");
spw.put("HCN639RD清华府邸一期大门","3290");
spw.put("HCN638RD万科海上家园北门进口","3289");
spw.put("HCN643RD星雅汇西南角出口","3288");
spw.put("HCN642RD星雅汇中间店面","3287");
spw.put("HCN641RD清华府邸二期大门","3286");
spw.put("HCN640RD开明中学大门","3285");
spw.put("HCN636RD万科海上家园北门出口","3284");
spw.put("HCN634RD常睦公寓大门","3283");
spw.put("HCN632RD紫元尚园北门","3282");
spw.put("HCN631RD万科海上传奇东门","3281");
spw.put("HCN630RD万科海上传奇北门","3280");
spw.put("HCN629RD城南农贸市场大门口","3279");
spw.put("HCN627RD南秀广场停车场","3278");
spw.put("HCN626RD南秀花园南门","3277");
spw.put("HCN625RD隆腾广场A座大门","3276");
spw.put("HCN623RD科创服务中心北大门","3275");
spw.put("HCN621RD骏力路如家酒店门口2","3274");
spw.put("HCN618RD亲亲家园门口","3273");
spw.put("HCN616RD银河湾西门","3272");
spw.put("HCN615RD金穗太阳城门口","3271");
spw.put("HCN613RD银河湾东门","3270");
spw.put("HCN612RD天乐苑门口","3269");
spw.put("HCN610RD长新农贸市场北门","3268");
spw.put("HCN608RD长新公寓三期西门2","3267");
spw.put("HCN607RD长新公寓三期西门1","3266");
spw.put("HCN605RD经开一中实验正门口","3265");
spw.put("HCN602RD紫元尚宸东门口","3264");
spw.put("HCN600RD银泰1号门2","3263");
spw.put("HCN598RD华府广场1号楼大门","3262");
spw.put("HCN594RD华府广场二号楼大门","3261");
spw.put("HCN592RD聚成大厦东南角","3260");
spw.put("HCN584RD长新公寓四期东区大门2","3259");
spw.put("HCS1090RH广益路与双溪路交叉口南50米桥上2-2","3258");
spw.put("HCS1089RH广益路与双溪路交叉口南50米桥上2-1","3257");
spw.put("HCS1087RH由拳路与南湖大道交叉口西30米","3256");
spw.put("HCS1086RH槜李路与纺工路交叉口东20米","3255");
spw.put("HCS1085RH槜李路与商务大道交叉口西20米","3254");
spw.put("HCS1084RH庆丰路丽江半岛东门桥上2-2","3253");
spw.put("HCS1082RH新气象路与中环南路交叉口南桥2-2","3252");
spw.put("HCS1081RH新气象路与中环南路交叉口南桥2-1","3251");
spw.put("HCS1080RH中环南路与花园路交叉口南20米","3250");
spw.put("HCS1079RH新气象路与槜李路交叉口南100米","3249");
spw.put("HCS1078RH新气象路与槜李路交叉口北100米","3248");
spw.put("HCS1077RH庆丰路高铁桥洞","3247");
spw.put("HCS1073RH广益路与庆丰路交叉口南100米2-2","3246");
spw.put("HCS1072RH广益路与庆丰路交叉口南100米2-1","3245");
spw.put("HCS1071RH塘桥路万达华府二期西公交站台","3244");
spw.put("HCS1070RH中南社区居委会西商铺","3243");
spw.put("HCS1069RH由拳路乌桥路口人行道2-2","3242");
spw.put("HCS1068RH由拳路乌桥路口人行道2-1","3241");
spw.put("HCS1067RH紫晶艺境北商铺南","3240");
spw.put("HCS1065RH府南农贸市场-南湖区玉泉路596号","3239");
spw.put("HCS1063RH石雪公寓东区","3238");
spw.put("HCS1062RH隆兴公寓东区","3237");
spw.put("HCS1061RH蓝天嘉苑","3236");
spw.put("HCS1060RH石堰苑南区","3235");
spw.put("HCS1059RH花园路祥和路交叉口南30米","3234");
spw.put("HCS1058RH石堰苑北区一期1","3233");
spw.put("HCN583RD长新公寓四期东区大门1","3232");
spw.put("HCN582RD长新公寓四期西区东门2","3231");
spw.put("HCN581RD长新公寓四期西区东门1","3230");
spw.put("HCN576RD长新公寓三期东门1","3229");
spw.put("HCN575RD红树湾大门","3228");
spw.put("HCS1057RH宝格丽公馆","3227");
spw.put("HCS1056RH秋江花苑西区","3226");
spw.put("HCS1055RH久久小区","3225");
spw.put("HCS1054RH举秀苑","3224");
spw.put("HCS1053RH贯泾港水厂出口","3223");
spw.put("HCS1052RH贯泾港水厂进口","3222");
spw.put("HCS1043RH春江商铺4幢与6幢间人行通道","3221");
spw.put("HCS1042RH菜鸟物流2号楼南门出口","3220");
spw.put("HCS1041RH菜鸟物流2号楼南门进口","3219");
spw.put("HCS1040RH菜鸟物流8号楼南门出口","3218");
spw.put("HCS1039RH菜鸟物流8号楼南门进口","3217");
spw.put("HCS1038RH菜鸟物流10号楼南门出口","3216");
spw.put("HCS1036RH菜鸟物流北门口出口","3215");
spw.put("HCS1035RH菜鸟物流北门口进口","3214");
spw.put("HCS1034RH花园路祥和路交叉口北50米","3213");
spw.put("HCS1033RH高铁南站非机动车停放处","3212");
spw.put("HCS1032RH高中园区东门","3211");
spw.put("HCS1031RH南江公寓二期北门入口","3210");
spw.put("HCS1030RH长水街道卫生院","3209");
spw.put("HCS1029RH红船学院出口","3208");
spw.put("HCS1028RH南江公寓一期南门入口","3207");
spw.put("HCS1026RH大树彩虹城主要出入口8","3206");
spw.put("HCS1025RH大树彩虹城主要出入口7","3205");
spw.put("HCS1024RH大树彩虹城主要出入口6","3204");
spw.put("HCS1023RH大树彩虹城主要出入口5","3203");
spw.put("HCS1021RH大树彩虹城主要出入口3","3202");
spw.put("HCS1020RH大树彩虹城主要出入口2","3201");
spw.put("HCN572RD莫奈花园西北角2","3200");
spw.put("HCS1019RH大树彩虹城主要出入口1","3176");
spw.put("HCS1018RH大树彩虹城Kk量贩ktv","3175");
spw.put("HCS1017RH万达明乐迪出口","3174");
spw.put("HCS1016RH万达明乐迪进口","3173");
spw.put("HCS1015RH品尚网咖-广益路1108号","3172");
spw.put("HCS1014RH激战网咖-五环洞路174号","3171");
spw.put("HCS1013RH超神网咖","3170");
spw.put("HCS1012RH风尚网咖-新领域广场2号楼","3169");
spw.put("HCS1011RH石堰网吧-商务大道1243号","3168");
spw.put("HCS1010RH全季酒店-由拳路2491号","3167");
spw.put("HCS1009RH锦江都城酒店-普明路299号","3166");
spw.put("HCS1008RH新约宾馆-由拳路2755号","3165");
spw.put("HCS1007RH向日精品酒店-由拳路0号","3164");
spw.put("HCS1006RH龙昊宾馆-双溪路0号","3163");
spw.put("HCS1004RH星尚商务宾馆-新领域广场275号","3162");
spw.put("HCS1003RH云腾月","3161");
spw.put("HCS1002RH龙门宾馆-龙门宾馆0号","3160");
spw.put("HCS1001RH雅轩阁宾馆-五环洞路186号","3159");
spw.put("HCS891RH荣中公路高速涵洞东","3157");
spw.put("HCS883RH府南花园一期公交站西","3156");
spw.put("HCS882RH府南花园一期公交站东","3155");
spw.put("HCS875RH石雪公寓一期北门西侧","3154");
spw.put("HCS874RH石雪公寓一期北门东侧","3153");
spw.put("HCS873RH台升悦府北大门","3152");
spw.put("HCS871RH由拳路马塘泾桥西侧人行道","3151");
spw.put("HCS869RH卡乐福水世界大门口","3150");
spw.put("HCN532RY环球金殿门口","3133");
spw.put("HCN492RY区管委会大门6","3132");
spw.put("HCN490RY区管委会大门4","3131");
spw.put("HCN476RY区管委会大门3","3130");
spw.put("HCS867RH中央公园篮球馆大门口","3129");
spw.put("HCS862RH由拳路海盐塘桥西北角","3128");
spw.put("HCS859RH杭师大经开附小","3127");
spw.put("HCS858RH同济大学西门","3126");
spw.put("HCS857RH文锦苑北门","3125");
spw.put("HCS856RH文锦苑东门","3124");
spw.put("HCS854RH高中园区西门","3123");
spw.put("HCS852RH广益路庆丰路南公交车站","3122");
spw.put("HCS849RH清龙大桥东南角","3121");
spw.put("HCS848RH新气象路南公交站台","3120");
spw.put("HCS847RH新气象路东公交站台","3119");
spw.put("HCS846RH天润发玛特超市南入口","3118");
spw.put("HCS845RH天润发玛特超市西入口","3117");
spw.put("HCS844RH禾悦酒店","3116");
spw.put("HCS837RH新领域广场商务楼3号楼入口","3115");
spw.put("HCS835RH三星桥小区东","3114");
spw.put("HCS834RH三星桥小区西","3113");
spw.put("HCS833RH菜鸟网络1期北西门","3112");
spw.put("HCS832RH菜鸟网络1期南西门","3111");
spw.put("HCS831RH马塘路北公交站台","3110");
spw.put("HCS830RH马塘路南公交站台","3109");
spw.put("HCS823RH疾病预防控制中心","3108");
spw.put("HCS822RH华美达前厅","3107");
spw.put("HCS819RH万达华府东区南门","3106");
spw.put("HCS818RH春江中心北商铺东","3105");
spw.put("HCS817RH庆丰路与广益路东南角","3104");
spw.put("HCS813RH春江中心2号楼门厅","3103");
spw.put("HCN409RY客运中心广场北","3102");
spw.put("HCN408RY客运中心广场西","3101");
spw.put("HCN407RY客运中心过道2","3100");
spw.put("HCN406RY客运中心过道1","3099");
spw.put("HCN405RY客运中心公交换乘区","3098");
spw.put("HCN404RY客运中心南出口2","3097");
spw.put("HCN403RY客运中心南出口1","3096");
spw.put("HCN397RY禾源新都菜场门口2","3095");
spw.put("HCN396RY中心堂","3094");
spw.put("HCN054RY金穗月亮湾东门口","3093");
spw.put("HCN048RY广穹路金穗月亮湾北门","3092");
spw.put("HCN045RY人才公寓","3091");
spw.put("HCN044RY中环南路--第一医院","3090");
spw.put("HCN040RY梁林帆影庄二期","3089");
spw.put("HCN028RY梁林帆影庄门口","3088");
spw.put("HCN020RY城南职工公寓","3087");
spw.put("HCN016RY新第一医院南路口","3086");
spw.put("HCN005RY金穗月亮湾正门口","3085");
spw.put("HCN004RY禾源新都大门","3084");
spw.put("HCS811RH春江中心4号楼门厅","3083");
spw.put("HCS809RH春江中心6号楼门厅","3082");
spw.put("HCS806RH春江中心8号楼门厅","3081");
spw.put("HCS803RH丽江半岛南门","3080");
spw.put("HCS798RH丽江半岛西门","3079");
spw.put("HCS797RH丽江半岛北门","3078");
spw.put("HCS796RH宝格丽东馆南消防通道","3077");
spw.put("HCS787RH万达华府西区东大门","3076");
spw.put("HCS786RH万达华府东区西大门","3075");
spw.put("HCS785RH万达广场8号门","3074");
spw.put("HCS784RH万达广场商场一楼东","3073");
spw.put("HCS781RH万达广场1层南3号门","3072");
spw.put("HCS780RH万达广场东侧人行通道","3071");
spw.put("HCS778RH万达广场1层18号商铺2号通道","3070");
spw.put("HCS777RH万达广场1层6号门","3069");
spw.put("HCS776RH万达广场地下1层2号电梯","3068");
spw.put("HCS775RH万达广场地下1层2号扶梯厅","3067");
spw.put("HCS774RH万达广场地下1层3号电梯","3066");
spw.put("HCS773RH万达广场地下2层物美超市电扶梯口","3065");
spw.put("HCS772RH万达广场地下1层1号电梯","3064");
spw.put("HCS771RH万达广场地下2层2号电梯","3063");
spw.put("HCS770RH万达广场地下2层1号最西侧货梯","3062");
spw.put("HCS769RH万达广场地下2层3号电梯","3061");
spw.put("HCS768RH万达广场地下2层物美超市入口","3060");
spw.put("HCS764RH云东公寓北门入口","3059");
spw.put("HCS765RH中南公寓南门内","3058");
spw.put("龙湖2","3057");
spw.put("HCS763RH云东公寓北门入口","3056");
spw.put("HCS762RH云东公寓南门出口","3055");
spw.put("HCS761RH云东公寓南门入口","3054");
spw.put("HCS760RH举秀苑北门","3053");
spw.put("HCS758RH久久小区西门","3052");
spw.put("HCS757RH紫金艺境东门","3051");
spw.put("HCS753RH南湖一品北大门","3050");
spw.put("HCS751RH香缇世家西门","3049");
spw.put("HCS750RH香缇御峰南门","3048");
spw.put("HCS749RH香缇御峰北门","3047");
spw.put("HCS748RH香缇世家南门","3046");
spw.put("HCS747RH英澜名郡西南消防通道","3045");
spw.put("HCS743RH英澜名郡北门出口","3044");
spw.put("HCS742RH世贸尚景翠苑南门","3043");
spw.put("HCS741RH尚景蓝湾南门出口","3042");
spw.put("HCS740RH世贸尚景翠苑北门","3041");
spw.put("HCS739RH石堰二期西消防通道","3040");
spw.put("HCS738RH石堰南区北大门出口","3039");
spw.put("HCS737RH石堰南区北大门入口","3038");
spw.put("HCS736RH石堰北期西门","3037");
spw.put("HCS734RH石堰北期东片西门","3036");
spw.put("HCS730RH南郊花苑北区南商铺","3035");
spw.put("HCS729RH南郊花苑南区北门","3034");
spw.put("HCS728RH南郊花苑北区南门","3033");
spw.put("HCS727RH骏园西门","3032");
spw.put("HCS726RH永丰公寓北消防通道","3031");
spw.put("HCS724RH长水街道卫生院大门","3030");
spw.put("HCS723RH永丰公寓南门入口","3029");
spw.put("HCS722RH永丰公寓南门出口","3028");
spw.put("HCS721RH晶辉酒店大堂","3027");
spw.put("HCS720RH优优花园东门","3026");
spw.put("HCS719RH优优花园西门","3025");
spw.put("HCS716RH会展中心东入口","3024");
spw.put("HCS715RH大华城市花园北商铺西侧","3023");
spw.put("HCS714RH大华城市花园北大门入口","3022");
spw.put("HCS713RH南天嘉苑东门","3021");
spw.put("HCS712RH嘉兴大桥北侧辅道","3020");
spw.put("HCS710RH绿溪玫瑰园1期西消防通道","3019");
spw.put("HCS709RH绿溪玫瑰园1期南门","3018");
spw.put("HCS708RH绿溪玫瑰园2期北门","3017");
spw.put("HCS707RH绿溪玫瑰园3期北区南门","3016");
spw.put("HCS706RH绿溪玫瑰园3期南区北门","3015");
spw.put("HCS705RH绿溪玫瑰园3期南区南消防通道","3014");
spw.put("HCS704RH蓝天嘉苑北门","3013");
spw.put("HCS703RH隆兴南区东店面隆雪网咖","3012");
spw.put("HCS702RH石雪公寓一期南消防通道内","3011");
spw.put("HCS701RH石雪公寓四期南门","3010");
spw.put("HCS700RH石雪公寓四期北门","3009");
spw.put("HCS699RH石雪公寓三期南门","3008");
spw.put("HCS698RH石雪公寓二期南门","3007");
spw.put("HCS696RH隆兴公寓南区南大门","3006");
spw.put("HCS695RH隆兴农贸市场大门","3005");
spw.put("HCS694RH隆兴公寓南区北大门","3004");
spw.put("HCS693RH隆兴公寓北区南大门","3003");
spw.put("HCS692RH隆兴公寓北区东大门","3002");
spw.put("HCS691RH隆兴公寓北区东大门","3001");
spw.put("HCS690RH府南花园3期东消防通道","3000");
spw.put("HCS688RH新都名郡东南角人行通道","2999");
spw.put("HCS687RH新都名郡东大门","2998");
spw.put("HCS686RH东菱阳光乐园南大门","2997");
spw.put("HCS685RH东菱阳光乐园西大门","2996");
spw.put("HCS682RH大华城市花园南商铺东","2994");
spw.put("HCS680RH新气象路文桥路东北角","2993");
spw.put("HCS679RH新气象路文桥路东南角","2992");
spw.put("HCS678RH福美奇超市大门","2991");
spw.put("HCS677RH府南花园1期西大门","2990");
spw.put("HCS676RH府南花园东2期北大门","2989");
spw.put("HCS675RH府南花园东2期NONO网咖","2988");
spw.put("HCS674RH由拳路新气象路西南角","2987");
spw.put("HCS673RH华发雅苑大门","2986");
spw.put("HCS672RH府南花园东2期消防通道","2985");
spw.put("HCS671RH新气象路珠庵路西南角","2984");
spw.put("HCS670RH府南花园3期北消防通道","2983");
spw.put("HCS669RH府南花园3期北大门","2982");
spw.put("HCS668RH府南花园西2期南消防通道","2981");
spw.put("HCS664RH府南花园西2期大门","2980");
spw.put("HCX265RY水产市场北门出口1","2975");
spw.put("HCX263RY水产市场北门进口1","2974");
spw.put("HCX262RY新月公寓西门进口2","2973");
spw.put("HCX259RY世界水果市场北大门出口1","2972");
spw.put("HCX258RY世界水果市场北大门进口2","2971");
spw.put("HCX257RY世界水果市场北大门进口1","2970");
spw.put("HCX256RY世界水果市场西大门出口4","2969");
spw.put("HCX255RY世界水果市场西大门出口3","2968");
spw.put("HCX254A世界水果市场西大门出口2","2967");
spw.put("HCX253A世界水果市场西大门出口1","2966");
spw.put("HCX252A世界水果市场西大门进口4","2965");
spw.put("HCX251A世界水果市场西大门进口3","2964");
spw.put("HCX249A世界水果市场西大门进口1","2963");
spw.put("HCX248A水果市场三期南二门出口2","2962");
spw.put("HCX247A水果市场三期南二门出口1","2961");
spw.put("HCX246A水果市场三期南二门进口2","2960");
spw.put("HCX245A水果市场三期南二门进口1","2959");
spw.put("HCX244A水果市场三期南一门岗亭出口2","2958");
spw.put("HCX243A水果市场三期南一门岗亭出口1","2957");
spw.put("HCX242A水果市场三期南一门岗亭进口2","2956");
spw.put("HCX240A水果市场三期南一门出口","2955");
spw.put("HCX239A水果市场三期南一门进口","2954");
spw.put("HCX241A水果市场三期南一门岗亭进口1","2953");
